CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalSpend,Contract,SupportCalls,Churn
C0452,50,Male,41,2982.01,122262.41,Yearly,8,Yes
C0453,30,Male,31,2293.81,71108.11,Yearly,3,No
C0454,51,Female,4,2102.5,8410.0,Monthly,5,No
C0455,51,Female,13,2454.1,31903.3,Monthly,2,No
C0456,62,Female,1,624.56,624.56,Quarterly,5,No
C0457,24,Female,15,2001.56,30023.4,Quarterly,9,Yes
C0458,24,Female,15,2177.76,32666.4,Monthly,8,Yes
C0459,50,Female,49,1773.35,86894.15,Yearly,2,No
C0460,61,Female,11,1929.31,21222.41,Quarterly,9,No
C0461,19,Male,46,1651.2,75955.2,Monthly,4,No
C0462,43,Male,72,1701.52,122509.44,Quarterly,5,No
C0463,45,Male,26,594.08,15446.08,Quarterly,4,No
C0464,51,Female,48,1866.47,89590.56,Quarterly,3,No
C0465,32,Female,43,2365.18,101702.74,Quarterly,5,No
C0466,63,Male,43,349.23,15016.89,Monthly,6,Yes
C0467,60,Male,47,492.46,23145.62,Yearly,8,No
C0468,53,Male,51,462.72,23598.72,Quarterly,4,No
C0469,30,Male,19,573.84,10902.96,Monthly,3,Yes
C0470,65,Male,52,2109.26,109681.52,Yearly,2,No
C0471,25,Male,16,541.99,8671.84,Quarterly,1,No
C0472,19,Female,49,2937.16,143920.84,Quarterly,9,Yes
C0473,42,Female,7,2139.02,14973.14,Yearly,9,Yes
C0474,56,Female,13,798.38,10378.94,Quarterly,7,Yes
C0475,66,Male,42,800.12,33605.04,Quarterly,7,No
C0476,53,Female,68,535.01,36380.68,Monthly,5,No
C0477,18,Female,44,417.21,18357.24,Quarterly,9,No
C0478,64,Female,13,1924.35,25016.55,Yearly,5,No
C0479,38,Male,9,2443.11,21987.99,Yearly,9,Yes
C0480,41,Female,42,2730.06,114662.52,Yearly,0,Yes
C0481,43,Male,37,1115.56,41275.72,Yearly,7,No
C0482,36,Female,60,2112.85,126771.0,Yearly,8,Yes
C0483,35,Female,19,1984.42,37703.98,Monthly,0,Yes
C0484,67,Female,69,753.64,52001.16,Quarterly,2,No
C0485,61,Female,33,885.2,29211.6,Yearly,0,No
C0486,39,Female,48,1143.13,54870.24,Monthly,2,Yes
C0487,45,Female,71,1776.08,126101.68,Monthly,9,Yes
C0488,26,Male,57,1641.27,93552.39,Yearly,1,No
C0489,52,Female,7,2176.89,15238.23,Monthly,2,Yes
C0490,59,Female,39,2256.2,87991.8,Yearly,10,No
C0491,56,Male,24,646.66,15519.84,Monthly,2,No
C0492,21,Female,42,2744.92,115286.64,Yearly,3,No
C0493,57,Male,36,818.04,29449.44,Monthly,7,No
C0494,50,Female,70,1258.49,88094.3,Quarterly,3,No
C0495,30,Male,49,2546.03,124755.47,Quarterly,4,No
C0496,61,Male,27,2028.45,54768.15,Monthly,7,No
C0497,55,Male,72,2057.37,148130.64,Yearly,5,Yes
C0498,61,Male,58,1199.11,69548.38,Monthly,5,Yes
C0499,19,Female,44,2086.97,91826.68,Yearly,0,No
C0500,52,Male,30,1200.64,36019.2,Yearly,5,Yes
C0501,61,Female,58,2885.59,167364.22,Monthly,8,Yes
C0502,33,Male,62,1441.26,89358.12,Yearly,6,No
C0503,33,Male,12,1238.44,14861.28,Quarterly,7,No
C0504,37,Male,3,2803.38,8410.14,Quarterly,6,No
C0505,45,Female,5,2290.39,11451.95,Monthly,7,Yes
C0506,61,Male,65,2573.49,167276.85,Monthly,4,No
C0507,37,Female,70,994.03,69582.1,Quarterly,7,No
C0508,56,Male,32,644.83,20634.56,Yearly,5,No
C0509,69,Male,14,617.65,8647.1,Monthly,6,Yes
C0510,67,Male,66,1328.46,87678.36,Yearly,1,No
C0511,44,Female,65,1124.92,73119.8,Yearly,3,No
C0512,40,Male,26,1921.6,49961.6,Monthly,6,Yes
C0513,23,Male,35,2422.95,84803.25,Yearly,5,No
C0514,54,Male,12,2812.61,33751.32,Monthly,9,Yes
C0515,55,Male,45,1327.68,59745.6,Monthly,7,No
C0516,59,Male,30,2247.84,67435.2,Yearly,2,Yes
C0517,33,Male,7,1122.63,7858.41,Yearly,8,Yes
C0518,32,Female,21,361.81,7598.01,Quarterly,10,No
C0519,19,Male,35,1234.47,43206.45,Monthly,3,Yes
C0520,35,Male,10,2520.7,25207.0,Yearly,8,No
C0521,50,Female,36,1937.2,69739.2,Yearly,0,No
C0522,63,Female,54,2539.2,137116.8,Monthly,3,Yes
C0523,20,Female,41,2528.04,103649.64,Yearly,4,No
C0524,51,Male,8,1591.23,12729.84,Monthly,3,No
C0525,42,Female,68,515.91,35081.88,Yearly,3,No
C0526,35,Male,60,2598.91,155934.6,Monthly,10,No
C0527,19,Female,60,1284.96,77097.6,Yearly,2,Yes
C0528,22,Female,34,1541.46,52409.64,Quarterly,1,No
C0529,28,Female,50,456.01,22800.5,Yearly,7,Yes
C0530,32,Male,9,684.07,6156.63,Yearly,8,Yes
C0531,45,Male,62,1016.55,63026.1,Monthly,6,No
C0532,33,Male,16,468.19,7491.04,Quarterly,3,No
C0533,21,Female,40,2497.72,99908.8,Yearly,6,No
C0534,69,Male,52,2070.45,107663.4,Monthly,5,Yes
C0535,56,Female,50,652.92,32646.0,Quarterly,3,No
C0536,52,Female,7,1718.86,12032.02,Quarterly,5,No
C0537,31,Male,71,2280.76,161933.96,Quarterly,5,No
C0538,22,Male,55,1423.62,78299.1,Monthly,10,Yes
C0539,38,Male,21,2352.78,49408.38,Quarterly,9,No
C0540,56,Female,5,881.05,4405.25,Yearly,4,No
C0541,43,Male,53,2464.15,130599.95,Monthly,3,No
C0542,34,Male,60,2044.44,122666.4,Monthly,4,Yes
C0543,69,Male,55,702.94,38661.7,Monthly,3,No
C0544,51,Male,52,957.39,49784.28,Quarterly,1,No
C0545,57,Female,52,2620.83,136283.16,Monthly,9,Yes
C0546,38,Female,42,2708.63,113762.46,Yearly,8,No
C0547,34,Female,9,2845.64,25610.76,Monthly,1,No
C0548,65,Female,29,1054.29,30574.41,Yearly,1,No
C0549,57,Female,21,2527.86,53085.06,Monthly,6,Yes
C0550,51,Female,8,2716.82,21734.56,Monthly,7,Yes
C0551,66,Female,17,479.96,8159.32,Monthly,7,Yes
C0552,62,Male,69,2291.07,158083.83,Yearly,0,No
C0553,40,Male,8,412.52,3300.16,Quarterly,8,No
C0554,40,Female,43,2079.4,89414.2,Quarterly,2,No
C0555,41,Male,24,396.04,9504.96,Yearly,3,No
C0556,38,Female,58,1547.26,89741.08,Monthly,3,No
C0557,28,Female,52,2391.56,124361.12,Yearly,6,No
C0558,68,Male,28,1258.07,35225.96,Monthly,9,Yes
C0559,22,Female,5,2082.82,10414.1,Quarterly,7,Yes
C0560,27,Female,38,523.07,19876.66,Monthly,0,No
C0561,48,Male,8,2376.9,19015.2,Yearly,8,Yes
C0562,26,Male,66,2101.85,138722.1,Monthly,2,Yes
C0563,66,Male,36,1960.54,70579.44,Yearly,8,No
C0564,58,Male,62,2718.7,168559.4,Monthly,9,Yes
C0565,38,Female,36,1090.62,39262.32,Quarterly,7,Yes
C0566,19,Male,13,1872.54,24343.02,Monthly,1,Yes
C0567,28,Male,10,1213.32,12133.2,Yearly,7,Yes
C0568,35,Female,55,556.53,30609.15,Quarterly,7,No
C0569,31,Female,22,1039.24,22863.28,Monthly,3,No
C0570,38,Male,44,833.17,36659.48,Quarterly,0,No
C0571,38,Male,32,1155.69,36982.08,Monthly,6,No
C0572,66,Male,12,2781.1,33373.2,Monthly,1,Yes
C0573,38,Male,13,896.87,11659.31,Monthly,7,Yes
C0574,63,Female,7,787.61,5513.27,Monthly,10,Yes
C0575,39,Female,22,2958.61,65089.42,Monthly,5,No
C0576,45,Male,29,2265.46,65698.34,Monthly,1,No
C0577,46,Female,52,2508.02,130417.04,Quarterly,2,No
C0578,40,Female,44,2278.56,100256.64,Monthly,10,No
C0579,54,Male,61,2307.24,140741.64,Yearly,2,No
C0580,36,Female,23,2159.99,49679.77,Quarterly,6,Yes
C0581,61,Female,25,2355.03,58875.75,Monthly,7,No
C0582,59,Male,58,325.2,18861.6,Quarterly,0,No
C0583,61,Female,5,2679.92,13399.6,Monthly,3,No
C0584,57,Female,64,2460.19,157452.16,Quarterly,10,Yes
C0585,42,Male,10,2304.34,23043.4,Monthly,6,Yes
C0586,44,Male,27,2157.29,58246.83,Yearly,8,No
C0587,69,Female,36,314.12,11308.32,Yearly,9,No
C0588,29,Female,14,2323.77,32532.78,Monthly,4,Yes
C0589,37,Male,16,702.0,11232.0,Yearly,6,Yes
C0590,23,Female,56,1655.54,92710.24,Yearly,9,No
C0591,21,Female,4,2249.59,8998.36,Monthly,7,No
C0592,52,Male,26,1357.12,35285.12,Quarterly,4,Yes
C0593,57,Female,21,378.49,7948.29,Quarterly,3,No
C0594,62,Female,20,1386.28,27725.6,Monthly,6,No
C0595,21,Female,14,2253.19,31544.66,Yearly,4,No
C0596,33,Female,58,1816.01,105328.58,Quarterly,3,No
C0597,41,Female,34,1918.3,65222.2,Yearly,2,Yes
C0598,48,Male,60,2527.63,151657.8,Quarterly,0,No
C0599,63,Female,22,2177.62,47907.64,Quarterly,9,No
C0600,55,Female,31,2527.85,78363.35,Yearly,2,No
C0601,65,Male,45,698.12,31415.4,Yearly,6,Yes
C0602,66,Male,55,936.82,51525.1,Yearly,3,No
C0603,66,Female,47,2995.54,140790.38,Monthly,5,Yes
C0604,62,Female,33,1437.37,47433.21,Monthly,3,Yes
C0605,37,Female,47,619.51,29116.97,Monthly,5,No
C0606,64,Female,9,2865.84,25792.56,Yearly,4,No
C0607,69,Male,61,2945.05,179648.05,Quarterly,2,No
C0608,30,Male,70,1698.81,118916.7,Quarterly,2,No
C0609,36,Male,42,2602.37,109299.54,Monthly,9,No
C0610,68,Female,69,2573.22,177552.18,Yearly,4,No
C0611,37,Female,49,1474.99,72274.51,Yearly,4,No
C0612,53,Female,70,2004.16,140291.2,Yearly,6,Yes
C0613,56,Male,35,1479.5,51782.5,Quarterly,8,Yes
C0614,53,Male,70,454.66,31826.2,Monthly,8,Yes
C0615,48,Female,24,1574.56,37789.44,Quarterly,4,No
C0616,47,Female,24,454.05,10897.2,Yearly,5,No
C0617,45,Female,7,966.84,6767.88,Quarterly,7,Yes
C0618,27,Female,16,2350.38,37606.08,Yearly,9,No
C0619,42,Female,70,476.49,33354.3,Yearly,3,No
C0620,60,Male,57,1233.99,70337.43,Quarterly,1,No
C0621,50,Male,7,533.35,3733.45,Quarterly,1,No
C0622,49,Male,20,645.57,12911.4,Monthly,6,Yes
C0623,38,Male,42,2535.24,106480.08,Monthly,7,Yes
C0624,31,Male,57,1635.1,93200.7,Monthly,4,No
C0625,35,Male,69,2066.27,142572.63,Monthly,9,Yes
C0626,54,Female,49,1552.62,76078.38,Quarterly,8,Yes
C0627,38,Male,12,1243.67,14924.04,Quarterly,8,No
C0628,50,Male,50,2244.02,112201.0,Yearly,9,No
C0629,24,Female,33,1713.16,56534.28,Quarterly,1,No
C0630,45,Female,58,1764.87,102362.46,Quarterly,6,No
C0631,39,Male,49,1767.55,86609.95,Quarterly,5,No
C0632,63,Female,70,2586.68,181067.6,Quarterly,9,Yes
C0633,38,Male,5,2853.38,14266.9,Yearly,8,Yes
C0634,19,Male,16,1411.77,22588.32,Monthly,6,No
C0635,39,Female,40,602.23,24089.2,Monthly,10,Yes
C0636,27,Female,64,2443.77,156401.28,Yearly,0,No
C0637,49,Male,7,2654.77,18583.39,Yearly,9,No
C0638,21,Female,15,853.18,12797.7,Monthly,4,Yes
C0639,32,Male,14,944.75,13226.5,Yearly,8,No
C0640,57,Female,58,2326.97,134964.26,Monthly,0,No
C0641,19,Female,25,554.21,13855.25,Quarterly,2,No
C0642,25,Female,44,1754.49,77197.56,Yearly,3,Yes
C0643,52,Female,6,1304.22,7825.32,Quarterly,6,Yes
C0644,42,Female,50,552.2,27610.0,Yearly,4,No
C0645,68,Female,11,850.17,9351.87,Yearly,9,Yes
C0646,25,Female,24,1263.01,30312.24,Monthly,8,Yes
C0647,53,Male,72,2454.37,176714.64,Quarterly,7,No
C0648,35,Female,42,1508.53,63358.26,Yearly,5,Yes
C0649,29,Female,2,1155.26,2310.52,Yearly,2,No
C0650,62,Male,3,2722.4,8167.2,Monthly,10,Yes
C0651,57,Female,33,1914.9,63191.7,Yearly,6,Yes
C0652,25,Female,32,2066.59,66130.88,Quarterly,10,No
C0653,54,Female,4,2456.2,9824.8,Yearly,5,No
C0654,36,Male,32,617.64,19764.48,Quarterly,10,Yes
C0655,63,Male,16,2968.72,47499.52,Monthly,6,Yes
C0656,38,Male,30,2013.61,60408.3,Quarterly,3,Yes
C0657,45,Female,59,738.03,43543.77,Yearly,10,Yes
C0658,22,Female,25,551.18,13779.5,Yearly,3,No
C0659,42,Female,20,2703.7,54074.0,Quarterly,4,No
C0660,52,Female,61,1209.47,73777.67,Monthly,8,Yes
C0661,69,Male,50,599.02,29951.0,Quarterly,8,No
C0662,28,Male,66,2518.42,166215.72,Monthly,8,Yes
C0663,38,Female,3,2675.52,8026.56,Monthly,9,Yes
C0664,65,Female,21,604.95,12703.95,Monthly,9,No
C0665,50,Female,35,683.32,23916.2,Monthly,8,Yes
C0666,68,Male,47,816.4,38370.8,Monthly,10,Yes
C0667,40,Male,48,1858.57,89211.36,Yearly,0,No
C0668,22,Female,11,2578.09,28358.99,Yearly,10,No
C0669,52,Male,33,640.91,21150.03,Quarterly,1,Yes
C0670,19,Female,40,310.31,12412.4,Yearly,6,No
C0671,23,Male,20,913.38,18267.6,Monthly,7,Yes
C0672,40,Male,63,1219.03,76798.89,Monthly,9,No
C0673,42,Female,47,1124.34,52843.98,Monthly,4,No
C0674,52,Female,57,1120.66,63877.62,Yearly,3,No
C0675,31,Male,17,2368.37,40262.29,Quarterly,2,Yes
C0676,30,Female,6,2110.98,12665.88,Yearly,6,Yes
C0677,44,Female,46,1542.97,70976.62,Monthly,3,Yes
C0678,25,Male,62,1327.08,82278.96,Yearly,10,No
C0679,37,Male,25,1437.9,35947.5,Monthly,9,Yes
C0680,55,Male,22,2617.52,57585.44,Yearly,2,Yes
C0681,63,Male,51,2530.31,129045.81,Yearly,2,Yes
C0682,26,Female,28,348.62,9761.36,Monthly,6,No
C0683,31,Male,63,1809.8,114017.4,Yearly,6,Yes
C0684,36,Female,47,1514.57,71184.79,Yearly,7,No
C0685,55,Male,53,1759.89,93274.17,Quarterly,7,No
C0686,34,Female,30,424.53,12735.9,Quarterly,0,No
C0687,69,Male,14,1915.57,26817.98,Monthly,2,No
C0688,58,Female,59,2271.66,134027.94,Yearly,8,No
C0689,21,Female,68,2668.55,181461.4,Quarterly,1,No
C0690,58,Female,41,2970.38,121785.58,Yearly,6,Yes
C0691,33,Male,62,2445.36,151612.32,Yearly,2,No
C0692,28,Male,64,2430.73,155566.72,Quarterly,4,No
C0693,38,Male,69,981.23,67704.87,Quarterly,4,No
C0694,20,Female,44,610.32,26854.08,Quarterly,8,Yes
C0695,26,Female,68,2645.09,179866.12,Quarterly,1,No
C0696,41,Female,65,367.88,23912.2,Monthly,6,Yes
C0697,64,Male,40,1155.76,46230.4,Monthly,8,Yes
C0698,36,Female,26,745.03,19370.78,Monthly,5,No
C0699,57,Male,21,2004.53,42095.13,Yearly,3,No
C0700,46,Female,51,941.07,47994.57,Quarterly,6,No
C0701,45,Male,28,932.3,26104.4,Quarterly,2,No
C0702,39,Female,66,1033.24,68193.84,Quarterly,10,No
C0703,58,Female,1,1026.19,1026.19,Quarterly,5,No
C0704,23,Male,25,307.89,7697.25,Yearly,5,Yes
C0705,43,Female,27,678.07,18307.89,Monthly,9,No
C0706,18,Male,57,1194.64,68094.48,Yearly,0,No
C0707,52,Female,40,1568.31,62732.4,Yearly,3,Yes
C0708,66,Male,13,1749.92,22748.96,Monthly,0,Yes
C0709,63,Female,62,2549.96,158097.52,Quarterly,3,Yes
C0710,50,Female,39,2466.98,96212.22,Monthly,0,No
C0711,59,Male,54,2815.74,152049.96,Quarterly,8,No
C0712,41,Male,37,1068.32,39527.84,Yearly,0,No
C0713,41,Female,21,1232.1,25874.1,Quarterly,6,Yes
C0714,58,Female,39,1632.58,63670.62,Monthly,10,Yes
C0715,63,Female,19,1516.61,28815.59,Yearly,0,No
C0716,57,Male,19,1409.76,26785.44,Yearly,7,Yes
C0717,62,Male,12,2121.44,25457.28,Yearly,0,No
C0718,62,Male,69,304.23,20991.87,Yearly,10,Yes
C0719,63,Male,30,995.54,29866.2,Yearly,6,Yes
C0720,66,Female,47,2653.31,124705.57,Quarterly,1,No
C0721,19,Female,68,1336.36,90872.48,Quarterly,3,No
C0722,35,Female,19,1910.07,36291.33,Quarterly,7,Yes
C0723,37,Female,15,2324.6,34869.0,Yearly,1,No
C0724,46,Male,66,2697.71,178048.86,Yearly,9,No
C0725,31,Male,51,2765.87,141059.37,Yearly,8,Yes
C0726,56,Female,28,763.99,21391.72,Yearly,5,No
C0727,44,Male,2,1730.98,3461.96,Monthly,2,Yes
C0728,33,Male,40,2514.03,100561.2,Quarterly,8,No
C0729,29,Female,35,1511.9,52916.5,Monthly,6,Yes
C0730,62,Female,62,1808.33,112116.46,Monthly,8,Yes
C0731,40,Female,24,2061.19,49468.56,Yearly,4,No
C0732,60,Male,18,1390.52,25029.36,Yearly,6,Yes
C0733,26,Male,53,2626.7,139215.1,Yearly,1,No
C0734,49,Female,67,1515.33,101527.11,Yearly,8,Yes
C0735,40,Male,48,333.24,15995.52,Quarterly,10,Yes
C0736,53,Female,33,1719.69,56749.77,Monthly,1,Yes
C0737,45,Male,37,2043.5,75609.5,Monthly,4,No
C0738,18,Female,65,2855.94,185636.1,Quarterly,2,No
C0739,46,Female,60,1323.06,79383.6,Quarterly,2,No
C0740,60,Female,11,1140.29,12543.19,Monthly,5,Yes
C0741,22,Female,8,1284.4,10275.2,Quarterly,3,No
C0742,29,Female,65,584.2,37973.0,Quarterly,0,No
C0743,62,Male,50,1611.09,80554.5,Quarterly,7,No
C0744,41,Male,59,1736.16,102433.44,Quarterly,3,No
C0745,43,Male,27,863.93,23326.11,Quarterly,10,No
C0746,44,Male,51,363.05,18515.55,Yearly,10,No
C0747,32,Female,30,651.13,19533.9,Quarterly,9,No
C0748,54,Female,42,1311.97,55102.74,Yearly,2,No
C0749,40,Female,6,1927.95,11567.7,Quarterly,8,No
C0750,66,Male,29,1078.69,31282.01,Yearly,3,No
C0751,34,Male,22,1761.8,38759.6,Quarterly,4,No
C0752,58,Female,49,1737.1,85117.9,Yearly,5,No
C0753,40,Female,51,1261.7,64346.7,Quarterly,1,No
C0754,49,Male,51,778.36,39696.36,Monthly,4,No
C0755,63,Female,21,2909.33,61095.93,Monthly,6,Yes
C0756,21,Female,1,1867.26,1867.26,Monthly,7,No
C0757,52,Female,13,1990.83,25880.79,Monthly,10,Yes
C0758,53,Male,51,2412.45,123034.95,Yearly,2,No
C0759,35,Male,24,1975.78,47418.72,Yearly,4,Yes
C0760,56,Male,8,406.54,3252.32,Quarterly,0,Yes
C0761,54,Female,36,2748.75,98955.0,Yearly,10,Yes
C0762,51,Male,11,1254.34,13797.74,Monthly,5,No
C0763,38,Female,11,1783.17,19614.87,Quarterly,4,No
C0764,34,Female,56,1044.57,58495.92,Quarterly,9,No
C0765,29,Female,70,701.75,49122.5,Quarterly,2,No
C0766,43,Female,48,552.92,26540.16,Quarterly,3,No
C0767,49,Male,70,1889.58,132270.6,Quarterly,9,No
C0768,53,Male,33,1819.32,60037.56,Yearly,6,No
C0769,32,Female,27,1680.44,45371.88,Quarterly,8,No
C0770,68,Male,51,2715.02,138466.02,Quarterly,10,No
C0771,35,Male,51,1925.72,98211.72,Quarterly,3,No
C0772,24,Female,35,841.28,29444.8,Yearly,8,Yes
C0773,25,Male,45,1485.7,66856.5,Yearly,0,No
C0774,50,Female,72,468.64,33742.08,Yearly,5,No
C0775,20,Female,59,383.13,22604.67,Monthly,6,No
C0776,33,Male,22,2156.85,47450.7,Quarterly,10,Yes
C0777,20,Male,54,1723.51,93069.54,Monthly,4,Yes
C0778,33,Female,66,1200.2,79213.2,Quarterly,2,Yes
C0779,47,Male,57,2442.16,139203.12,Monthly,2,Yes
C0780,36,Female,8,2985.55,23884.4,Quarterly,7,Yes
C0781,24,Male,30,338.65,10159.5,Quarterly,0,No
C0782,53,Female,25,2008.85,50221.25,Monthly,4,No
C0783,30,Female,8,2376.09,19008.72,Monthly,8,Yes
C0784,18,Male,36,2190.09,78843.24,Quarterly,7,No
C0785,40,Female,9,2252.5,20272.5,Monthly,3,Yes
C0786,47,Female,72,599.69,43177.68,Quarterly,1,No
C0787,62,Male,61,572.54,34924.94,Quarterly,5,No
C0788,33,Female,66,507.53,33496.98,Monthly,6,No
C0789,51,Male,16,1591.3,25460.8,Quarterly,1,Yes
C0790,19,Male,13,2100.51,27306.63,Yearly,1,No
C0791,56,Male,67,2469.4,165449.8,Yearly,7,No
C0792,44,Female,53,2574.02,136423.06,Quarterly,0,Yes
C0793,58,Male,30,2943.25,88297.5,Quarterly,4,No
C0794,36,Female,53,1423.53,75447.09,Quarterly,8,No
C0795,39,Female,31,2699.38,83680.78,Monthly,6,Yes
C0796,49,Female,62,1525.66,94590.92,Yearly,3,No
C0797,25,Female,54,493.79,26664.66,Yearly,1,Yes
C0798,31,Male,50,2227.67,111383.5,Yearly,3,No
C0799,41,Female,22,1820.88,40059.36,Monthly,3,Yes
C0800,30,Male,59,2393.43,141212.37,Quarterly,1,No
C0801,29,Female,31,1067.54,33093.74,Monthly,1,No
C0802,51,Female,49,1157.48,56716.52,Yearly,0,No
C0803,46,Female,26,2230.6,57995.6,Monthly,5,Yes
C0804,55,Female,50,1560.81,78040.5,Monthly,5,No
C0805,22,Male,44,2300.44,101219.36,Quarterly,10,No
C0806,18,Male,19,1825.46,34683.74,Quarterly,1,No
C0807,61,Female,68,2430.12,165248.16,Monthly,2,Yes
C0808,30,Female,49,1318.75,64618.75,Quarterly,7,No
C0809,29,Female,51,541.08,27595.08,Monthly,9,Yes
C0810,40,Male,29,1346.65,39052.85,Yearly,10,No
C0811,42,Female,55,311.78,17147.9,Yearly,6,Yes
C0812,38,Male,21,2663.88,55941.48,Quarterly,4,No
C0813,50,Female,24,2354.8,56515.2,Quarterly,0,No
C0814,21,Female,47,2848.75,133891.25,Yearly,8,Yes
C0815,38,Male,12,2998.56,35982.72,Monthly,0,No
C0816,54,Female,48,1339.82,64311.36,Quarterly,8,No
C0817,52,Male,47,599.64,28183.08,Quarterly,2,No
C0818,61,Male,71,2372.43,168442.53,Yearly,1,No
C0819,54,Male,13,1422.65,18494.45,Monthly,1,No
C0820,33,Male,9,2074.85,18673.65,Yearly,10,Yes
C0821,39,Male,45,397.03,17866.35,Yearly,8,Yes
C0822,41,Male,8,2059.43,16475.44,Yearly,1,No
C0823,20,Male,28,2931.4,82079.2,Quarterly,4,Yes
C0824,45,Female,54,837.88,45245.52,Quarterly,3,No
C0825,38,Female,13,456.85,5939.05,Yearly,5,No
C0826,27,Male,53,1022.5,54192.5,Yearly,4,No
C0827,27,Male,46,953.1,43842.6,Monthly,5,Yes
C0828,41,Female,2,352.18,704.36,Yearly,3,No
C0829,31,Female,10,384.84,3848.4,Yearly,2,No
C0830,64,Male,17,2746.38,46688.46,Quarterly,3,No
C0831,41,Male,29,1553.06,45038.74,Quarterly,3,Yes
C0832,43,Male,65,1142.03,74231.95,Monthly,0,No
C0833,57,Female,58,2614.25,151626.5,Yearly,5,No
C0834,59,Female,59,1332.97,78645.23,Yearly,8,Yes
C0835,51,Male,37,1017.07,37631.59,Monthly,4,No
C0836,42,Female,33,2295.37,75747.21,Yearly,6,No
C0837,69,Male,57,1303.7,74310.9,Quarterly,10,Yes
C0838,53,Male,7,2673.99,18717.93,Quarterly,2,Yes
C0839,26,Female,32,2726.11,87235.52,Yearly,0,No
C0840,40,Male,72,859.16,61859.52,Monthly,10,Yes
C0841,21,Male,67,2217.37,148563.79,Monthly,1,Yes
C0842,51,Male,28,1578.18,44189.04,Yearly,6,No
C0843,61,Female,4,2886.03,11544.12,Monthly,8,Yes
C0844,22,Male,56,2976.59,166689.04,Yearly,1,No
C0845,28,Female,15,1815.49,27232.35,Quarterly,5,No
C0846,58,Male,17,908.53,15445.01,Quarterly,6,No
C0847,59,Female,57,1980.52,112889.64,Quarterly,9,No
C0848,62,Male,11,2950.46,32455.06,Yearly,7,Yes
C0849,57,Female,68,1348.05,91667.4,Quarterly,10,No
C0850,60,Female,65,1232.02,80081.3,Yearly,3,No
C0851,55,Female,54,1568.97,84724.38,Quarterly,8,No
C0852,63,Female,26,697.72,18140.72,Monthly,4,No
C0853,37,Male,52,921.68,47927.36,Yearly,7,No
C0854,50,Male,50,1115.18,55759.0,Quarterly,1,Yes
C0855,32,Female,61,2862.49,174611.89,Quarterly,4,Yes
C0856,23,Male,38,2807.38,106680.44,Yearly,1,No
C0857,31,Male,46,1468.6,67555.6,Monthly,2,No
C0858,47,Male,6,1502.96,9017.76,Monthly,10,Yes
C0859,61,Male,33,669.9,22106.7,Monthly,10,Yes
C0860,30,Male,50,2605.22,130261.0,Monthly,5,Yes
C0861,58,Male,16,2018.65,32298.4,Yearly,7,Yes
C0862,43,Female,62,1837.76,113941.12,Monthly,10,Yes
C0863,54,Female,18,1902.61,34246.98,Monthly,6,Yes
C0864,55,Male,26,338.31,8796.06,Quarterly,2,No
C0865,46,Female,59,1258.61,74257.99,Yearly,0,No
C0866,60,Male,43,1707.94,73441.42,Quarterly,1,No
C0867,51,Female,8,736.51,5892.08,Yearly,7,Yes
C0868,47,Male,65,1537.23,99919.95,Monthly,0,Yes
C0869,37,Female,44,332.68,14637.92,Quarterly,9,Yes
C0870,53,Female,28,917.43,25688.04,Quarterly,10,Yes
C0871,38,Male,42,1168.51,49077.42,Quarterly,1,No
C0872,25,Female,48,557.58,26763.84,Quarterly,4,No
C0873,44,Male,67,2715.54,181941.18,Quarterly,9,Yes
C0874,53,Female,9,715.28,6437.52,Monthly,6,Yes
C0875,44,Male,34,2981.79,101380.86,Quarterly,8,No
C0876,46,Male,71,1303.65,92559.15,Monthly,3,Yes
C0877,37,Female,35,455.8,15953.0,Quarterly,6,No
C0878,44,Male,17,2426.38,41248.46,Quarterly,3,Yes
C0879,46,Male,53,1268.16,67212.48,Monthly,3,Yes
C0880,18,Female,1,817.3,817.3,Monthly,3,Yes
C0881,69,Female,10,2567.5,25675.0,Monthly,8,Yes
C0882,58,Female,5,397.25,1986.25,Monthly,0,No
C0883,39,Male,41,2866.24,117515.84,Monthly,4,No
C0884,28,Male,56,1866.24,104509.44,Yearly,2,No
C0885,29,Female,26,2567.08,66744.08,Quarterly,6,No
C0886,64,Male,71,2583.79,183449.09,Monthly,4,No
C0887,38,Female,4,2522.53,10090.12,Yearly,3,No
C0888,32,Male,8,802.57,6420.56,Monthly,2,No
C0889,65,Male,46,859.1,39518.6,Monthly,8,Yes
C0890,44,Female,68,1097.15,74606.2,Yearly,2,No
C0891,54,Female,1,1405.41,1405.41,Yearly,7,Yes
C0892,44,Female,40,428.63,17145.2,Quarterly,3,No
C0893,51,Male,24,1252.03,30048.72,Quarterly,3,No
C0894,20,Male,34,2664.88,90605.92,Yearly,6,Yes
C0895,69,Female,23,2813.73,64715.79,Yearly,4,Yes
C0896,58,Female,57,1894.16,107967.12,Quarterly,5,No
C0897,23,Female,57,2927.31,166856.67,Yearly,6,No
C0898,56,Male,38,327.24,12435.12,Monthly,3,Yes
C0899,20,Female,51,440.13,22446.63,Yearly,3,No
C0900,45,Male,38,2275.66,86475.08,Yearly,3,No
C0901,64,Male,41,2590.75,106220.75,Yearly,6,Yes
C0902,67,Male,30,1178.3,35349.0,Yearly,8,No
C0903,65,Male,27,1032.88,27887.76,Monthly,8,No
