CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalSpend,Contract,SupportCalls,Churn,ChurnProbability,PredictedChurn,RiskLevel
C0311,33,Female,71,2998.25,212875.75,Yearly,9,No,33.36042752208206,No,Medium
C0312,38,Female,7,391.65,2741.55,Yearly,4,No,22.308845354476627,No,Low
C0313,24,Female,9,820.02,7380.18,Monthly,7,Yes,61.82811974282377,Yes,High
C0314,67,Female,59,2849.52,168121.68,Quarterly,1,No,15.645090138532305,No,Low
C0315,48,Male,39,1528.89,59626.71,Quarterly,10,No,47.29098623327379,No,Medium
C0316,59,Female,17,2055.45,34942.65,Yearly,7,No,41.58545772564288,No,Medium
C0317,52,Female,60,1598.87,95932.2,Quarterly,2,No,17.319310310437903,No,Low
C0318,54,Female,43,1217.66,52359.38,Quarterly,6,No,30.144972000971304,No,Medium
C0319,40,Male,39,1151.28,44899.92,Quarterly,0,No,15.206838825332285,No,Low
C0320,21,Female,25,2292.21,57305.25,Quarterly,0,No,19.08569928467802,No,Low
C0321,33,Male,42,2667.0,112014.0,Monthly,1,No,42.388416944161314,No,Medium
C0322,52,Male,42,2973.92,124904.64,Quarterly,10,No,50.95682626534658,Yes,Medium
C0323,30,Male,13,1336.7,17377.1,Quarterly,2,No,22.959348656088864,No,Low
C0324,56,Female,46,1246.92,57358.32,Yearly,0,No,13.867134193787118,No,Low
C0325,46,Female,62,1595.66,98930.92,Monthly,8,No,61.06404610947952,Yes,High
C0326,33,Female,56,1033.55,57878.8,Quarterly,8,No,34.89776886030889,No,Medium
C0327,27,Female,30,1427.97,42839.1,Yearly,6,Yes,31.60637894297383,No,Medium
C0328,37,Female,5,2277.13,11385.65,Quarterly,0,No,23.280123608984344,No,Low
C0329,20,Female,45,1257.48,56586.6,Yearly,1,No,15.715973912036402,No,Low
C0330,21,Female,18,930.74,16753.32,Quarterly,8,No,38.531981973562274,No,Medium
C0331,65,Female,65,2757.92,179264.8,Quarterly,8,Yes,33.404966967787466,No,Medium
C0332,32,Female,49,1357.4,66512.6,Yearly,3,No,20.08805743549641,No,Low
C0333,29,Male,59,2864.9,169029.1,Quarterly,4,No,23.3497604370344,No,Low
C0334,60,Female,70,2952.29,206660.3,Yearly,7,No,27.448160657767712,No,Low
C0335,28,Female,62,1956.21,121285.02,Quarterly,8,No,34.11441903430516,No,Medium
C0336,24,Male,52,475.46,24723.92,Yearly,7,No,31.28414961539142,No,Medium
C0337,37,Female,63,922.54,58120.02,Yearly,2,Yes,16.42563174830111,No,Low
C0338,62,Female,57,895.31,51032.67,Monthly,0,No,31.76380995819133,No,Medium
C0339,20,Male,6,2462.08,14772.48,Monthly,5,No,68.39664928720772,Yes,High
C0340,64,Female,49,1699.3,83265.7,Quarterly,3,No,21.366858196838585,No,Low
C0341,66,Male,61,1002.63,61160.43,Yearly,2,No,17.3791684666653,No,Low
C0342,67,Female,62,2990.11,185386.82,Yearly,2,No,16.58622379992639,No,Low
C0343,49,Male,13,904.31,11756.03,Quarterly,8,Yes,40.267151173090234,No,Medium
C0344,26,Male,68,1866.23,126903.64,Yearly,1,No,14.194192400786248,No,Low
C0345,28,Female,56,1017.12,56958.72,Monthly,8,Yes,61.60632981586406,Yes,High
C0346,20,Female,25,2600.92,65023.0,Yearly,9,Yes,49.61359768789998,No,Medium
C0347,26,Female,40,2815.29,112611.6,Quarterly,10,Yes,49.83187920816661,No,Medium
C0348,51,Male,38,1001.34,38050.92,Quarterly,4,No,24.847065955078943,No,Low
C0349,65,Male,18,518.82,9338.76,Quarterly,4,No,24.40145159320647,No,Low
C0350,30,Female,40,2683.85,107354.0,Monthly,2,No,45.830691408032514,No,Medium
C0351,20,Female,56,2087.7,116911.2,Monthly,7,No,58.64005644763163,Yes,Medium
C0352,44,Female,33,2672.3,88185.9,Yearly,2,No,23.21425012229143,No,Low
C0353,33,Male,40,962.27,38490.8,Quarterly,10,Yes,45.11550836650295,No,Medium
C0354,65,Female,41,1201.82,49274.62,Monthly,8,No,64.22060114192539,Yes,High
C0355,59,Female,63,2187.27,137798.01,Quarterly,6,No,27.526300297244543,No,Low
C0356,22,Female,45,2653.98,119429.1,Quarterly,2,No,20.63574335951648,No,Low
C0357,48,Female,23,313.89,7219.47,Monthly,10,Yes,68.81202621992493,Yes,High
C0358,47,Male,39,734.05,28627.95,Quarterly,3,No,21.334124154992047,No,Low
C0359,19,Male,12,317.24,3806.88,Quarterly,10,No,43.38159476127853,No,Medium
C0360,66,Male,17,612.78,10417.26,Monthly,1,Yes,38.43934383469596,No,Medium
C0361,41,Female,35,646.81,22638.35,Yearly,2,No,17.530438298839908,No,Low
C0362,47,Male,71,1761.42,125060.82,Yearly,1,No,14.017728135998766,No,Low
C0363,45,Male,60,784.64,47078.4,Monthly,4,No,47.07335470716895,No,Medium
C0364,46,Female,22,2830.52,62271.44,Monthly,3,No,57.377185548732534,Yes,Medium
C0365,67,Male,68,1112.6,75656.8,Quarterly,0,No,13.361769590510544,No,Low
C0366,29,Female,22,2213.14,48689.08,Yearly,5,No,33.57359946170994,No,Medium
C0367,18,Male,22,1976.47,43482.34,Quarterly,10,No,52.96650050972055,Yes,Medium
C0368,35,Female,50,2973.4,148670.0,Quarterly,3,No,22.496298069869717,No,Low
C0369,52,Female,52,2347.31,122060.12,Quarterly,6,Yes,30.33181242496137,No,Medium
C0370,46,Female,11,2518.08,27698.88,Monthly,2,No,55.48106579961808,Yes,Medium
C0371,28,Female,58,302.78,17561.24,Monthly,1,Yes,34.50668283452868,No,Medium
C0372,63,Female,29,2849.62,82638.98,Monthly,2,Yes,51.07381249373527,Yes,Medium
C0373,30,Male,39,1722.97,67195.83,Quarterly,10,No,47.74373972529989,No,Medium
C0374,69,Male,32,522.43,16717.76,Quarterly,3,No,21.24353775903249,No,Low
C0375,39,Male,27,2643.75,71381.25,Yearly,7,No,42.75654244040468,No,Medium
C0376,45,Female,21,2755.72,57870.12,Yearly,4,Yes,33.464529697444675,No,Medium
C0377,37,Female,6,2352.25,14113.5,Quarterly,4,No,36.406091173448964,No,Medium
C0378,20,Male,1,1166.01,1166.01,Yearly,5,Yes,31.715296341354264,No,Medium
C0379,32,Male,34,875.38,29762.92,Quarterly,0,No,14.942611052996918,No,Low
C0380,42,Male,24,1295.02,31080.48,Monthly,10,Yes,74.16278996369121,Yes,High
C0381,25,Female,60,800.92,48055.2,Yearly,0,No,12.657970447177524,No,Low
C0382,46,Male,53,714.88,37888.64,Monthly,10,Yes,69.79072979993084,Yes,High
C0383,63,Male,50,2354.76,117738.0,Quarterly,2,No,20.156353685280898,No,Low
C0384,46,Male,64,1094.25,70032.0,Monthly,7,Yes,58.21053656460736,Yes,Medium
C0385,20,Female,20,2450.65,49013.0,Quarterly,8,Yes,47.536856600829054,No,Medium
C0386,47,Female,71,638.0,45298.0,Yearly,3,Yes,18.465158949481484,No,Low
C0387,53,Male,9,841.42,7572.78,Monthly,8,Yes,66.89852782649301,Yes,High
C0388,39,Male,2,2453.41,4906.82,Quarterly,10,No,62.482286525219855,Yes,High
C0389,30,Male,72,1554.42,111918.24,Quarterly,1,No,14.434359310565092,No,Low
C0390,63,Male,38,1087.49,41324.62,Yearly,8,Yes,37.63347604471073,No,Medium
C0391,50,Male,41,406.97,16685.77,Yearly,5,No,25.407783325539736,No,Low
C0392,68,Male,41,953.52,39094.32,Quarterly,8,No,37.820160821092145,No,Medium
C0393,63,Female,32,349.59,11186.88,Monthly,5,No,50.51518133948474,Yes,Medium
C0394,39,Female,20,1234.24,24684.8,Monthly,7,Yes,63.44312365937088,Yes,High
C0395,49,Male,2,1742.45,3484.9,Quarterly,8,Yes,48.75563142413517,No,Medium
C0396,30,Female,30,389.65,11689.5,Quarterly,3,No,19.860508114751898,No,Low
C0397,43,Female,22,1169.66,25732.52,Quarterly,5,Yes,29.21773116928243,No,Low
C0398,56,Female,46,2171.62,99894.52,Monthly,1,Yes,38.98944200569861,No,Medium
C0399,59,Female,44,582.33,25622.52,Yearly,10,No,41.90585204357964,No,Medium
C0400,20,Male,6,1905.9,11435.4,Quarterly,8,Yes,48.87049298694901,No,Medium
C0401,56,Female,32,1106.86,35419.52,Quarterly,7,No,34.596730885719204,No,Medium
C0402,25,Female,50,1988.32,99416.0,Yearly,3,No,20.630709909406264,No,Low
C0403,64,Female,7,2084.21,14589.47,Quarterly,3,Yes,30.967568333659866,No,Medium
C0404,23,Female,58,2416.35,140148.3,Monthly,2,Yes,39.10324249920946,No,Medium
C0405,58,Female,60,2275.29,136517.4,Yearly,10,Yes,41.38849736616857,No,Medium
C0406,35,Female,12,967.18,11606.16,Quarterly,8,No,39.55776502338498,No,Medium
C0407,62,Female,19,2934.84,55761.96,Monthly,3,Yes,59.340172246886034,Yes,Medium
C0408,62,Male,8,2653.95,21231.6,Monthly,4,Yes,66.14072267641887,Yes,High
C0409,49,Male,51,736.52,37562.52,Yearly,5,No,25.562579547476044,No,Low
C0410,35,Male,22,1197.25,26339.5,Monthly,7,Yes,63.98248621215691,Yes,High
C0411,58,Male,59,2055.88,121296.92,Monthly,9,No,66.57408215532217,Yes,High
C0412,68,Female,35,895.52,31343.2,Quarterly,5,No,27.045075808226578,No,Low
C0413,32,Male,7,1549.08,10843.56,Yearly,4,Yes,30.43442880252408,No,Medium
C0414,48,Male,58,2305.31,133707.98,Monthly,3,Yes,44.21422764497894,No,Medium
C0415,54,Male,4,2285.45,9141.8,Quarterly,3,Yes,34.1438181860237,No,Medium
C0416,41,Male,50,2640.99,132049.5,Quarterly,8,No,39.33505077546361,No,Medium
C0417,53,Female,66,1913.85,126314.1,Yearly,3,Yes,18.187205686244138,No,Low
C0418,23,Female,39,1047.44,40850.16,Monthly,2,No,40.71153186358805,No,Medium
C0419,29,Female,3,1982.01,5946.03,Monthly,7,Yes,71.37032406323027,Yes,High
C0420,38,Female,15,936.64,14049.6,Quarterly,9,Yes,42.819113436663905,No,Medium
C0421,25,Female,42,941.37,39537.54,Monthly,1,No,36.39874627984145,No,Medium
C0422,54,Male,69,486.66,33579.54,Monthly,8,No,62.036583848235715,Yes,High
C0423,64,Female,14,1690.01,23660.14,Quarterly,8,No,44.65372022315392,No,Medium
C0424,37,Female,2,557.21,1114.42,Yearly,0,Yes,14.113905030741043,No,Low
C0425,42,Female,28,996.96,27914.88,Quarterly,4,No,24.78457750511014,No,Low
C0426,22,Female,65,2388.38,155244.7,Monthly,7,Yes,56.027859909105196,Yes,Medium
C0427,53,Male,45,939.98,42299.1,Yearly,10,Yes,43.781342201044005,No,Medium
C0428,27,Male,67,1493.47,100062.49,Quarterly,9,No,37.891739647389564,No,Medium
C0429,46,Female,10,2107.35,21073.5,Yearly,8,No,47.58966128118995,No,Medium
C0430,18,Male,5,971.53,4857.65,Yearly,10,Yes,48.03161443806502,No,Medium
C0431,29,Male,1,981.83,981.83,Yearly,5,No,30.373376156732835,No,Medium
C0432,37,Female,28,399.01,11172.28,Monthly,4,No,46.677393525897685,No,Medium
C0433,64,Female,37,2410.83,89200.71,Yearly,7,Yes,37.58937739765503,No,Medium
C0434,61,Male,56,1880.46,105305.76,Yearly,5,No,26.082869295420995,No,Low
C0435,61,Male,61,392.31,23930.91,Yearly,1,No,15.204417983791213,No,Low
C0436,26,Female,37,2828.84,104667.08,Monthly,0,Yes,39.78887415716814,No,Medium
C0437,52,Male,70,786.03,55022.1,Yearly,10,Yes,41.27137885807401,No,Medium
C0438,22,Male,33,1669.53,55094.49,Yearly,9,Yes,43.978348128881365,No,Medium
C0439,37,Male,53,1595.72,84573.16,Quarterly,10,No,44.499238440795985,No,Medium
C0440,60,Male,50,2927.36,146368.0,Yearly,6,No,31.990165457378712,No,Medium
C0441,48,Female,56,1692.11,94758.16,Quarterly,1,No,15.65617080438351,No,Low
C0442,40,Female,44,1737.06,76430.64,Monthly,6,No,57.466852858419855,Yes,Medium
C0443,62,Female,52,2202.64,114537.28,Yearly,9,Yes,39.97030939803981,No,Medium
C0444,25,Female,1,2273.24,2273.24,Monthly,5,Yes,67.42072556891594,Yes,High
C0445,22,Male,47,2170.09,101994.23,Quarterly,6,Yes,32.08294052774086,No,Medium
C0446,43,Male,43,2144.77,92225.11,Quarterly,1,No,18.63086850688109,No,Low
C0447,35,Male,17,2543.37,43237.29,Quarterly,7,No,46.59780947709605,No,Medium
C0448,66,Male,72,2447.88,176247.36,Yearly,3,No,17.557226088376456,No,Low
C0449,50,Female,1,882.32,882.32,Monthly,4,No,51.9783748537964,Yes,Medium
C0450,65,Female,69,1858.4,128229.6,Monthly,1,Yes,33.16993617932249,No,Medium
C0451,67,Female,64,430.17,27530.88,Monthly,8,Yes,61.3011482046252,Yes,High
C0452,50,Male,41,2982.01,122262.41,Yearly,8,Yes,42.697847046788134,No,Medium
C0453,30,Male,31,2293.81,71108.11,Yearly,3,No,26.109101290836854,No,Low
C0454,51,Female,4,2102.5,8410.0,Monthly,5,No,65.54133381193054,Yes,High
C0455,51,Female,13,2454.1,31903.3,Monthly,2,No,54.39073949462029,Yes,Medium
C0456,62,Female,1,624.56,624.56,Quarterly,5,No,27.839410253299086,No,Low
C0457,24,Female,15,2001.56,30023.4,Quarterly,9,Yes,50.02362641441545,Yes,Medium
C0458,24,Female,15,2177.76,32666.4,Monthly,8,Yes,72.97983248466,Yes,High
C0459,50,Female,49,1773.35,86894.15,Yearly,2,No,18.284184604518128,No,Low
C0460,61,Female,11,1929.31,21222.41,Quarterly,9,No,50.963828580737214,Yes,Medium
C0461,19,Male,46,1651.2,75955.2,Monthly,4,No,50.008682237181326,Yes,Medium
C0462,43,Male,72,1701.52,122509.44,Quarterly,5,No,23.85046172316266,No,Low
C0463,45,Male,26,594.08,15446.08,Quarterly,4,No,24.254986403599048,No,Low
C0464,51,Female,48,1866.47,89590.56,Quarterly,3,No,21.648689382701015,No,Low
C0465,32,Female,43,2365.18,101702.74,Quarterly,5,No,29.346996983875727,No,Low
C0466,63,Male,43,349.23,15016.89,Monthly,6,Yes,55.298160387339756,Yes,Medium
C0467,60,Male,47,492.46,23145.62,Yearly,8,No,35.30344823303875,No,Medium
C0468,53,Male,51,462.72,23598.72,Quarterly,4,No,23.11533604092278,No,Low
C0469,30,Male,19,573.84,10902.96,Monthly,3,Yes,45.249116502921694,No,Medium
C0470,65,Male,52,2109.26,109681.52,Yearly,2,No,18.947725731633692,No,Low
C0471,25,Male,16,541.99,8671.84,Quarterly,1,No,16.726272551219047,No,Low
C0472,19,Female,49,2937.16,143920.84,Quarterly,9,Yes,42.632059988329566,No,Medium
C0473,42,Female,7,2139.02,14973.14,Yearly,9,Yes,52.542505299689694,Yes,Medium
C0474,56,Female,13,798.38,10378.94,Quarterly,7,Yes,34.89344662662191,No,Medium
C0475,66,Male,42,800.12,33605.04,Quarterly,7,No,33.71473680724097,No,Medium
C0476,53,Female,68,535.01,36380.68,Monthly,5,No,49.44053120221834,No,Medium
C0477,18,Female,44,417.21,18357.24,Quarterly,9,No,38.23277209152079,No,Medium
C0478,64,Female,13,1924.35,25016.55,Yearly,5,No,34.46915339864771,No,Medium
C0479,38,Male,9,2443.11,21987.99,Yearly,9,Yes,55.44309585638529,Yes,Medium
C0480,41,Female,42,2730.06,114662.52,Yearly,0,Yes,16.316421697988552,No,Low
C0481,43,Male,37,1115.56,41275.72,Yearly,7,No,34.07014823199556,No,Medium
C0482,36,Female,60,2112.85,126771.0,Yearly,8,Yes,33.84324818589247,No,Medium
C0483,35,Female,19,1984.42,37703.98,Monthly,0,Yes,41.522699082467994,No,Medium
C0484,67,Female,69,753.64,52001.16,Quarterly,2,No,16.88535262689122,No,Low
C0485,61,Female,33,885.2,29211.6,Yearly,0,No,14.12739014999049,No,Low
C0486,39,Female,48,1143.13,54870.24,Monthly,2,Yes,39.97572240824236,No,Medium
C0487,45,Female,71,1776.08,126101.68,Monthly,9,Yes,62.713445570908576,Yes,High
C0488,26,Male,57,1641.27,93552.39,Yearly,1,No,15.499702975870724,No,Low
C0489,52,Female,7,2176.89,15238.23,Monthly,2,Yes,54.1623472114896,Yes,Medium
C0490,59,Female,39,2256.2,87991.8,Yearly,10,No,47.75643629147226,No,Medium
C0491,56,Male,24,646.66,15519.84,Monthly,2,No,41.840138894855585,No,Medium
C0492,21,Female,42,2744.92,115286.64,Yearly,3,No,23.589037332588102,No,Low
C0493,57,Male,36,818.04,29449.44,Monthly,7,No,60.9039669942329,Yes,High
C0494,50,Female,70,1258.49,88094.3,Quarterly,3,No,18.623275033000255,No,Low
C0495,30,Male,49,2546.03,124755.47,Quarterly,4,No,25.866937937084494,No,Low
C0496,61,Male,27,2028.45,54768.15,Monthly,7,No,67.43887335172604,Yes,High
C0497,55,Male,72,2057.37,148130.64,Yearly,5,Yes,22.86559805643778,No,Low
C0498,61,Male,58,1199.11,69548.38,Monthly,5,Yes,51.52787403536922,Yes,Medium
C0499,19,Female,44,2086.97,91826.68,Yearly,0,No,14.902455978315226,No,Low
C0500,52,Male,30,1200.64,36019.2,Yearly,5,Yes,28.637286272340322,No,Low
C0501,61,Female,58,2885.59,167364.22,Monthly,8,Yes,62.647432457518406,Yes,High
C0502,33,Male,62,1441.26,89358.12,Yearly,6,No,27.738741390829773,No,Low
C0503,33,Male,12,1238.44,14861.28,Quarterly,7,No,38.845212916245906,No,Medium
C0504,37,Male,3,2803.38,8410.14,Quarterly,6,No,49.90067646264532,No,Medium
C0505,45,Female,5,2290.39,11451.95,Monthly,7,Yes,73.17557904757312,Yes,High
C0506,61,Male,65,2573.49,167276.85,Monthly,4,No,45.89083628300988,No,Medium
C0507,37,Female,70,994.03,69582.1,Quarterly,7,No,30.05252802146034,No,Medium
C0508,56,Male,32,644.83,20634.56,Yearly,5,No,26.475896144011962,No,Low
C0509,69,Male,14,617.65,8647.1,Monthly,6,Yes,57.856861087546804,Yes,Medium
C0510,67,Male,66,1328.46,87678.36,Yearly,1,No,14.845970381213009,No,Low
C0511,44,Female,65,1124.92,73119.8,Yearly,3,No,18.526993954224658,No,Low
C0512,40,Male,26,1921.6,49961.6,Monthly,6,Yes,63.44670053717447,Yes,High
C0513,23,Male,35,2422.95,84803.25,Yearly,5,No,31.825023254967196,No,Medium
C0514,54,Male,12,2812.61,33751.32,Monthly,9,Yes,80.72407013409752,Yes,High
C0515,55,Male,45,1327.68,59745.6,Monthly,7,No,61.29410819075519,Yes,High
C0516,59,Male,30,2247.84,67435.2,Yearly,2,Yes,23.52049804595166,No,Low
C0517,33,Male,7,1122.63,7858.41,Yearly,8,Yes,41.50501683684817,No,Medium
C0518,32,Female,21,361.81,7598.01,Quarterly,10,No,42.506916311515766,No,Medium
C0519,19,Male,35,1234.47,43206.45,Monthly,3,Yes,46.852124754613676,No,Medium
C0520,35,Male,10,2520.7,25207.0,Yearly,8,No,51.80471371267743,Yes,Medium
C0521,50,Female,36,1937.2,69739.2,Yearly,0,No,15.959521090377283,No,Low
C0522,63,Female,54,2539.2,137116.8,Monthly,3,Yes,44.74001935790072,No,Medium
C0523,20,Female,41,2528.04,103649.64,Yearly,4,No,26.276387290295105,No,Low
C0524,51,Male,8,1591.23,12729.84,Monthly,3,No,54.21086782465875,Yes,Medium
C0525,42,Female,68,515.91,35081.88,Yearly,3,No,18.620809997430392,No,Low
C0526,35,Male,60,2598.91,155934.6,Monthly,10,No,69.59695940111096,Yes,High
C0527,19,Female,60,1284.96,77097.6,Yearly,2,Yes,16.538437739058086,No,Low
C0528,22,Female,34,1541.46,52409.64,Quarterly,1,No,17.879902977949072,No,Low
C0529,28,Female,50,456.01,22800.5,Yearly,7,Yes,30.37794915736633,No,Medium
C0530,32,Male,9,684.07,6156.63,Yearly,8,Yes,37.93351582510608,No,Medium
C0531,45,Male,62,1016.55,63026.1,Monthly,6,No,54.64402181961905,Yes,Medium
C0532,33,Male,16,468.19,7491.04,Quarterly,3,No,21.23891588080013,No,Low
C0533,21,Female,40,2497.72,99908.8,Yearly,6,No,32.957860224404826,No,Medium
C0534,69,Male,52,2070.45,107663.4,Monthly,5,Yes,53.74371871004947,Yes,Medium
C0535,56,Female,50,652.92,32646.0,Quarterly,3,No,19.979749559337623,No,Low
C0536,52,Female,7,1718.86,12032.02,Quarterly,5,No,35.09138288794475,No,Medium
C0537,31,Male,71,2280.76,161933.96,Quarterly,5,No,23.32360158693903,No,Low
C0538,22,Male,55,1423.62,78299.1,Monthly,10,Yes,70.01935833810366,Yes,High
C0539,38,Male,21,2352.78,49408.38,Quarterly,9,No,51.848072956277605,Yes,Medium
C0540,56,Female,5,881.05,4405.25,Yearly,4,No,25.501841808635483,No,Low
C0541,43,Male,53,2464.15,130599.95,Monthly,3,No,45.91575793416579,No,Medium
C0542,34,Male,60,2044.44,122666.4,Monthly,4,Yes,47.23667953385276,No,Medium
C0543,69,Male,55,702.94,38661.7,Monthly,3,No,43.83365877819883,No,Medium
C0544,51,Male,52,957.39,49784.28,Quarterly,1,No,16.20913390498928,No,Low
C0545,57,Female,52,2620.83,136283.16,Monthly,9,Yes,67.96345453712088,Yes,High
C0546,38,Female,42,2708.63,113762.46,Yearly,8,No,40.269576667354364,No,Medium
C0547,34,Female,9,2845.64,25610.76,Monthly,1,No,54.73231091530324,Yes,Medium
C0548,65,Female,29,1054.29,30574.41,Yearly,1,No,16.823132446598223,No,Low
C0549,57,Female,21,2527.86,53085.06,Monthly,6,Yes,67.0656581599125,Yes,High
C0550,51,Female,8,2716.82,21734.56,Monthly,7,Yes,75.12539043988183,Yes,High
C0551,66,Female,17,479.96,8159.32,Monthly,7,Yes,59.40770035544208,Yes,Medium
C0552,62,Male,69,2291.07,158083.83,Yearly,0,No,12.262642304819208,No,Low
C0553,40,Male,8,412.52,3300.16,Quarterly,8,No,36.93819599279796,No,Medium
C0554,40,Female,43,2079.4,89414.2,Quarterly,2,No,20.207532054954218,No,Low
C0555,41,Male,24,396.04,9504.96,Yearly,3,No,20.19900358892813,No,Low
C0556,38,Female,58,1547.26,89741.08,Monthly,3,No,42.579037999642104,No,Medium
C0557,28,Female,52,2391.56,124361.12,Yearly,6,No,29.365152718050542,No,Low
C0558,68,Male,28,1258.07,35225.96,Monthly,9,Yes,70.61822852184136,Yes,High
C0559,22,Female,5,2082.82,10414.1,Quarterly,7,Yes,45.610647405398424,No,Medium
C0560,27,Female,38,523.07,19876.66,Monthly,0,No,31.995444819023493,No,Medium
C0561,48,Male,8,2376.9,19015.2,Yearly,8,Yes,51.49128638366084,Yes,Medium
C0562,26,Male,66,2101.85,138722.1,Monthly,2,Yes,37.92051250732029,No,Medium
C0563,66,Male,36,1960.54,70579.44,Yearly,8,No,41.097553447903714,No,Medium
C0564,58,Male,62,2718.7,168559.4,Monthly,9,Yes,65.78729881021047,Yes,High
C0565,38,Female,36,1090.62,39262.32,Quarterly,7,Yes,33.87446421930901,No,Medium
C0566,19,Male,13,1872.54,24343.02,Monthly,1,Yes,47.095071789203836,No,Medium
C0567,28,Male,10,1213.32,12133.2,Yearly,7,Yes,38.00257906572785,No,Medium
C0568,35,Female,55,556.53,30609.15,Quarterly,7,No,31.177284589046533,No,Medium
C0569,31,Female,22,1039.24,22863.28,Monthly,3,No,46.68130864580518,No,Medium
C0570,38,Male,44,833.17,36659.48,Quarterly,0,No,14.417496828591814,No,Low
C0571,38,Male,32,1155.69,36982.08,Monthly,6,No,58.749296223923295,Yes,Medium
C0572,66,Male,12,2781.1,33373.2,Monthly,1,Yes,54.57993796691846,Yes,Medium
C0573,38,Male,13,896.87,11659.31,Monthly,7,Yes,63.23292885283441,Yes,High
C0574,63,Female,7,787.61,5513.27,Monthly,10,Yes,72.37320024036492,Yes,High
C0575,39,Female,22,2958.61,65089.42,Monthly,5,No,65.3746826086384,Yes,High
C0576,45,Male,29,2265.46,65698.34,Monthly,1,No,45.31213863689806,No,Medium
C0577,46,Female,52,2508.02,130417.04,Quarterly,2,No,19.04190811320404,No,Low
C0578,40,Female,44,2278.56,100256.64,Monthly,10,No,72.70905083950977,Yes,High
C0579,54,Male,61,2307.24,140741.64,Yearly,2,No,17.36067011045047,No,Low
C0580,36,Female,23,2159.99,49679.77,Quarterly,6,Yes,37.521034576853836,No,Medium
C0581,61,Female,25,2355.03,58875.75,Monthly,7,No,68.46253917613609,Yes,High
C0582,59,Male,58,325.2,18861.6,Quarterly,0,No,13.763121431169878,No,Low
C0583,61,Female,5,2679.92,13399.6,Monthly,3,No,62.71823305063668,Yes,High
C0584,57,Female,64,2460.19,157452.16,Quarterly,10,Yes,41.03158298946955,No,Medium
C0585,42,Male,10,2304.34,23043.4,Monthly,6,Yes,69.7352594652822,Yes,High
C0586,44,Male,27,2157.29,58246.83,Yearly,8,No,44.16468284197374,No,Medium
C0587,69,Female,36,314.12,11308.32,Yearly,9,No,37.74001239348926,No,Medium
C0588,29,Female,14,2323.77,32532.78,Monthly,4,Yes,60.51359377335418,Yes,High
C0589,37,Male,16,702.0,11232.0,Yearly,6,Yes,30.65095473692837,No,Medium
C0590,23,Female,56,1655.54,92710.24,Yearly,9,No,37.99134261363453,No,Medium
C0591,21,Female,4,2249.59,8998.36,Monthly,7,No,72.93512757096664,Yes,High
C0592,52,Male,26,1357.12,35285.12,Quarterly,4,Yes,27.418603688865094,No,Low
C0593,57,Female,21,378.49,7948.29,Quarterly,3,No,20.169159769529394,No,Low
C0594,62,Female,20,1386.28,27725.6,Monthly,6,No,60.91400755370573,Yes,High
C0595,21,Female,14,2253.19,31544.66,Yearly,4,No,32.43375502543066,No,Medium
C0596,33,Female,58,1816.01,105328.58,Quarterly,3,No,19.864541778445663,No,Low
C0597,41,Female,34,1918.3,65222.2,Yearly,2,Yes,20.808686320998174,No,Low
C0598,48,Male,60,2527.63,151657.8,Quarterly,0,No,13.926092508008175,No,Low
C0599,63,Female,22,2177.62,47907.64,Quarterly,9,No,49.61515222622622,No,Medium
C0600,55,Female,31,2527.85,78363.35,Yearly,2,No,23.357975228363912,No,Low
C0601,65,Male,45,698.12,31415.4,Yearly,6,Yes,29.09354536798671,No,Low
C0602,66,Male,55,936.82,51525.1,Yearly,3,No,20.143838817377446,No,Low
C0603,66,Female,47,2995.54,140790.38,Monthly,5,Yes,55.939572092492895,Yes,Medium
C0604,62,Female,33,1437.37,47433.21,Monthly,3,Yes,47.34710585215598,No,Medium
C0605,37,Female,47,619.51,29116.97,Monthly,5,No,50.4860738819649,Yes,Medium
C0606,64,Female,9,2865.84,25792.56,Yearly,4,No,38.67489871089325,No,Medium
C0607,69,Male,61,2945.05,179648.05,Quarterly,2,No,18.040413646243493,No,Low
C0608,30,Male,70,1698.81,118916.7,Quarterly,2,No,16.585637266950712,No,Low
C0609,36,Male,42,2602.37,109299.54,Monthly,9,No,71.73585184695442,Yes,High
C0610,68,Female,69,2573.22,177552.18,Yearly,4,No,19.754526267622907,No,Low
C0611,37,Female,49,1474.99,72274.51,Yearly,4,No,22.895611787366217,No,Low
C0612,53,Female,70,2004.16,140291.2,Yearly,6,Yes,25.30241740880449,No,Low
C0613,56,Male,35,1479.5,51782.5,Quarterly,8,Yes,40.31980748829748,No,Medium
C0614,53,Male,70,454.66,31826.2,Monthly,8,Yes,62.02454653405118,Yes,High
C0615,48,Female,24,1574.56,37789.44,Quarterly,4,No,27.71116988041356,No,Low
C0616,47,Female,24,454.05,10897.2,Yearly,5,No,25.100087477240262,No,Low
C0617,45,Female,7,966.84,6767.88,Quarterly,7,Yes,36.532565060903316,No,Medium
C0618,27,Female,16,2350.38,37606.08,Yearly,9,No,51.21203430657899,Yes,Medium
C0619,42,Female,70,476.49,33354.3,Yearly,3,No,18.594585137007062,No,Low
C0620,60,Male,57,1233.99,70337.43,Quarterly,1,No,16.059412063024997,No,Low
C0621,50,Male,7,533.35,3733.45,Quarterly,1,No,17.09839818941964,No,Low
